keyword,genres
"[""war"", ""aerial"", ""barnstorming"", ""East Indian"", ""law""]","[""War""]"
"[""crimefighter"", ""pig"", ""flying-ace"", ""hero"", ""pilot"", ""rescue"", ""romance"", ""transformation"", ""barnstorming"", ""guilt"", ""villain"", ""dogfight [airplanes]"", ""good-guy"", ""mechanic""]","[""Adventure"", ""Fantasy""]"
"[""brother"", ""civil-war"", ""Rwanda"", ""soldier"", ""struggle""]","[""Drama""]"
"[""pilot"", ""Air-Force"", ""barnstorming"", ""Canadian [nationality]"", ""fighter-pilot"", ""training"", ""war""]","[""Drama"", ""War""]"
"[""war"", ""Air-Force"", ""bombing"", ""General"", ""fighter-pilot"", ""fighter-jet"", ""military""]","[""Action"", ""Drama"", ""War""]"
"[""Afghanistan"", ""friendship"", ""on-the-road"", ""refugee"", ""smuggling""]","[""Drama""]"
"[""escape"", ""independence"", ""Islam"", ""liberation"", ""oppression"", ""Turkish  [nationality]""]","[""Drama""]"
"[""asylum  [protection]"", ""boxing"", ""defector"", ""determination"", ""kidnapping"", ""poverty"", ""rebel"", ""soldier"", ""Uganda""]","[""Culture"", ""&"", ""Society""]"
"[""search"", ""doctor/nurse"", ""invasion"", ""love"", ""refugee"", ""rescue"", ""revenge"", ""romance"", ""songwriter"", ""suicide"", ""war"", ""war-crimes""]","[""Drama"", ""Romance""]"
"[""asylum  [protection]"", ""desperation"", ""disguise"", ""factory-worker"", ""hidden-identity"", ""inmate"", ""Iran"", ""lesbianism"", ""refugee"", ""suspicion"", ""translator""]","[""Drama""]"
"[""aid-worker"", ""child-soldier"", ""civil-war"", ""Ethiopia"", ""hip-hop-music"", ""mission [quest]"", ""musician"", ""orphan"", ""rap-music"", ""rescue"", ""Sudan""]","[""Culture"", ""&"", ""Society"", ""Music""]"
"[""cross-cultural-relations"", ""discrimination"", ""fishing"", ""harassment"", ""prejudice"", ""racial-tension"", ""veteran [military]"", ""family"", ""refugee"", ""addiction"", ""mistake"", ""repossession""]","[""Drama""]"
"[""Holocaust"", ""China"", ""ghetto"", ""Jewish"", ""plight"", ""refuge"", ""escape"", ""occupation [military]"", ""refugee-camp"", ""archival-footage""]","[""History""]"
"[""America"", ""refugee"", ""Vietnamese  [nationality]""]","[""Drama""]"
"[""courage"", ""faith"", ""genocide"", ""priest"", ""refugee"", ""Rwanda"", ""school"", ""teacher""]","[""Drama""]"
"[""British"", ""Israel"", ""Jewish"", ""Palestine"", ""refugee"", ""ship"", ""war""]","[""Drama"", ""Historical"", ""Film""]"
"[""anniversary"", ""mankind"", ""master [slaveowner]"", ""robot"", ""slavery"", ""survivor"", ""treaty"", ""warship""]","[""Science"", ""Fiction""]"
"[""refugee-camp"", ""Iraq"", ""Kurdistan"", ""war"", ""border [geographic]""]","[""Drama""]"
"[""betrayal"", ""escape"", ""homeland"", ""Laos"", ""poverty"", ""refugee"", ""war""]","[""Culture"", ""&"", ""Society"", ""History""]"
"[""against-all-odds"", ""business"", ""competition"", ""computers"", ""corruption"", ""dimension-travel"", ""genius"", ""gladiator"", ""investigator"", ""oppression"", ""rampage"", ""revenge"", ""role-switching"", ""technology"", ""video-games""]","[""Science"", ""Fiction""]"
"[""computer-games"", ""computers"", ""hacker"", ""virtual-reality""]","[""Science"", ""Fiction"", ""Thriller""]"
"[""biracial"", ""foster-family"", ""Ukraine""]","[""Culture"", ""&"", ""Society""]"
"[""bachelor"", ""death"", ""fantasy"", ""murder"", ""psychiatry"", ""revenge""]","[""Thriller""]"
"[""clone"", ""infection"", ""simulation"", ""undead"", ""virus""]","[""Action""]"
"[""game"", ""vampire"", ""bloodsucker"", ""gothic"", ""role-playing"", ""undead""]","[""Horror""]"
"[""mathematics"", ""teenagers"", ""birthday""]","[""Science"", ""Fiction""]"
"[""assassination"", ""designer"", ""fugitive"", ""game"", ""guard"", ""technology"", ""virtual-reality""]","[""Science"", ""Fiction""]"
"[""Jiu-Jitsu"", ""prizefighter"", ""Special-Forces"", ""ultimate-fighting""]","[""Thriller""]"
"[""charm [amulet]"", ""courage"", ""coward"", ""magic"", ""deception"", ""girl"", ""grandmother"", ""manhunt"", ""success"", ""timid"", ""bully"", ""capture"", ""hero"", ""man"", ""grandfather"", ""town""]","[""Comedy""]"
"[""cheerleading"", ""rival"", ""competition"", ""friendship"", ""high-school"", ""boyfriend"", ""champion"", ""racial-tension"", ""classmate""]","[""Comedy""]"
"[""ambition"", ""coming-of-age"", ""dance-hall-girl"", ""family"", ""father"", ""get-rich-quick-scheme"", ""greed"", ""high-society"", ""life-choices"", ""loser"", ""love-triangle"", ""lumber-business"", ""son""]","[""Comedy"", ""Drama""]"
"[""ant"", ""battle [war]"", ""circus"", ""danger"", ""threat""]","[""Children's/Family"", ""Fantasy""]"
"[""sailor"", ""womanizer"", ""shore-leave"", ""singer"", ""Hollywood"", ""shyness"", ""audition"", ""actor""]","[""Musical"", ""Romance""]"
"[""""]","[""Drama""]"
"[""bride"", ""daughter"", ""family"", ""forbidden-love"", ""groom [bridegroom]"", ""marriage"", ""May-December-romance"", ""romance"", ""widow/widower""]","[""Comedy"", ""Drama""]"
"[""ambition"", ""bailiff"", ""family-strife"", ""flashback"", ""illegitimate-child"", ""lawyer"", ""murder"", ""police-investigation"", ""revenge""]","[""Drama""]"
"[""battle [war]"", ""brother"", ""bully"", ""challenge"", ""child"", ""coward"", ""family"", ""father"", ""hero"", ""sheriff"", ""silence"", ""small-town"", ""son"", ""town"", ""underdog"", ""winner""]","[""Comedy""]"
"[""actor"", ""Black [race]"", ""career"", ""disappointment"", ""entertainer"", ""nightclub"", ""Oscar"", ""overdose"", ""race/ethnicity""]","[""Drama""]"
"[""opera"", ""sabotage"", ""backstage"", ""orchestra"", ""con/scam"", ""contract"", ""promoter"", ""shipboard"", ""bed"", ""disguise"", ""financier"", ""friendship"", ""millionaire"", ""boating"", ""stowaway"", ""love"", ""romance""]","[""Comedy""]"
"[""track [track and field]"", ""Olympic-Games"", ""anti-Semitism"", ""bishop"", ""challenge"", ""competition"", ""Jewish"", ""missionary"", ""rival"", ""Scotland"", ""sports"", ""cross-cultural-relations""]","[""Drama""]"
"[""accident"", ""dentist"", ""woman""]","[""Thriller""]"
"[""medical-treatment"", ""amnesia"", ""assumed-identity"", ""escape"", ""false-accusation"", ""help"", ""killing"", ""love"", ""mental-illness"", ""murder"", ""psychiatry"", ""refugee"", ""romance"", ""skiing"", ""suicide"", ""suspicion""]","[""Mystery""]"
"[""murder"", ""psychology"", ""half-brother""]","[""Thriller""]"
"[""murder-suspect"", ""coma"", ""veteran [military]"", ""POW (Prisoner of War)""]","[""Thriller"", ""Drama""]"
"[""death"", ""war"", ""family"", ""family-member"", ""home"", ""homecoming"", ""life"", ""personal"", ""profession"", ""return""]","[""Drama"", ""War""]"
"[""""]","[""Action"", ""Thriller""]"
"[""amnesia"", ""past"", ""rediscovery"", ""starting-over""]","[""Culture"", ""&"", ""Society""]"
"[""assumed-identity"", ""boyfriend"", ""car-crash"", ""coma"", ""hospital"", ""photographer"", ""woman""]","[""Thriller""]"
"[""amnesia"", ""bum"", ""cafe-owner"", ""head-injury"", ""husband"", ""lovelorn"", ""missing-person"", ""scar"", ""war""]","[""Drama""]"
"[""on-the-run"", ""secret-organization"", ""spy"", ""amnesia"", ""mystery  [enigma]""]","[""Action"", ""Spy"", ""Film""]"
"[""murder"", ""nun"", ""nymphomaniac"", ""on-the-run"", ""pornography"", ""amnesia"", ""wife"", ""redemption""]","[""Comedy"", ""Thriller""]"
"[""city"", ""farm"", ""farmer"", ""sheep""]","[""Action"", ""Comedy""]"
"[""amnesia"", ""revenge"", ""head-injury"", ""obsession"", ""femme-fatale"", ""murder"", ""mistaken-identity"", ""rape"", ""tattoo""]","[""Thriller"", ""Mystery""]"
"[""amnesia""]","[""Comedy"", ""Drama""]"
"[""boy"", ""escape"", ""maze"", ""memory""]","[""Action"", ""Adventure""]"
"[""split-personality"", ""actor"", ""amnesia"", ""Broadway"", ""insanity"", ""murder""]","[""Drama"", ""Mystery""]"
"[""accident"", ""craziness"", ""drugs"", ""fire"", ""handicap"", ""hospital"", ""life-changes"", ""memory"", ""music"", ""orphan"", ""psychiatry"", ""romance"", ""suicide""]","[""Drama""]"
"[""amnesia"", ""assassination"", ""CIA (Central-Intelligence-Agency)"", ""espionage"", ""spy""]","[""Action"", ""Spy"", ""Film""]"
"[""career"", ""casino"", ""drug-ring"", ""elderly"", ""gambling"", ""gangster"", ""late-bloomers"", ""life-choices"", ""May-December-romance"", ""waiter""]","[""Crime"", ""Romance""]"
"[""award"", ""film-director"", ""Hollywood"", ""Oscar"", ""awards-show"", ""independent-filmmaking""]","[""Comedy""]"
"[""idiot"", ""simpleton"", ""stupidity"", ""Black [race]"", ""dog"", ""poverty"", ""rags-to-riches"", ""glasses"", ""rhythm"", ""White (Caucasian)"", ""circus"", ""self-discovery"", ""inventor""]","[""Comedy""]"
"[""factory"", ""girlfriend"", ""hip-hop-music"", ""mother"", ""performer"", ""slums"", ""trailer-park""]","[""Drama""]"
"[""blackmail"", ""cover-up"", ""gambling"", ""guilt"", ""mentor"", ""prostitute/prostitution"", ""protegé"", ""redemption"", ""love""]","[""Drama""]"
"[""stranger"", ""billionaire"", ""claim"", ""conflict"", ""death"", ""desert"", ""friendship"", ""hermit"", ""hitchhiker"", ""inheritance"", ""slice-of-life"", ""will [document]"", ""working-class""]","[""Comedy"", ""Drama""]"
"[""actor"", ""comedy"", ""improvisation"", ""show"", ""show-business"", ""stardom"", ""troupe""]","[""Comedy""]"
"[""employer/employee"", ""lover"", ""obsession"", ""prostitute/prostitution"", ""servant"", ""sex"", ""sexual-attraction""]","[""Drama""]"
"[""boyfriend"", ""father"", ""relationship"", ""sex"", ""sex-starved"", ""sexual-attraction""]","[""Drama""]"
"[""adventurer"", ""big-game-hunt"", ""gigolo"", ""love"", ""marriage"", ""plantation"", ""romance"", ""writing""]","[""Drama""]"
"[""woman"", ""coming-of-age"", ""disease"", ""doctor/nurse"", ""engagement"", ""love"", ""nurturing"", ""revenge"", ""romance"", ""selfishness"", ""south"", ""Southern-belle""]","[""Drama""]"
"[""abuse"", ""acrobatics"", ""arrest"", ""carnival"", ""clown"", ""conflict"", ""death"", ""depression"", ""girl"", ""marriage-arranged"", ""on-the-road"", ""self-discovery"", ""strength"", ""traveling""]","[""Drama""]"
"[""lieutenant"", ""lover"", ""filmmaker"", ""actor"", ""behind-the-scenes"", ""extramarital-affair"", ""love"", ""love-triangle""]","[""Drama"", ""Romance""]"
"[""music-teacher"", ""music-student"", ""sexual-frustration"", ""masochism"", ""mother"", ""music-school"", ""perversion"", ""self-mutilation""]","[""Drama""]"
"[""love-triangle"", ""attraction"", ""child"", ""friendship"", ""menage-a-trois"", ""Parisian"", ""tragic-love"", ""obsession"", ""war""]","[""Drama"", ""Romance""]"
"[""death"", ""extramarital-affair"", ""love"", ""romance"", ""self-discovery"", ""sex"", ""suicide""]","[""Drama""]"
"[""battle-of-the-sexes"", ""femme-fatale"", ""hidden"", ""impersonation"", ""killing"", ""loot"", ""murder"", ""on-the-run"", ""persuasion"", ""sister"", ""stripper"", ""tragic-love""]","[""Musical""]"
"[""drifter"", ""fiancee"", ""lust"", ""schoolteacher"", ""sexual-attraction"", ""small-town"", ""spinster"", ""friendship""]","[""Drama"", ""Romance""]"
"[""urban-problems"", ""drill-instructor"", ""friendship"", ""girl"", ""letters [alphabet]"", ""sexual-awakening"", ""unemployment""]","[""Drama""]"
"[""marriage"", ""seduction"", ""tennis-player"", ""wealth""]","[""Drama""]"
"[""accident"", ""craziness"", ""fidelity"", ""handicap"", ""marriage"", ""naivete"", ""oil-rig"", ""quadriplegic"", ""religion"", ""sex"", ""injury"", ""sin""]","[""Drama""]"
"[""lust"", ""Mennonite"", ""religious-principles"", ""temptation""]","[""Drama""]"
"[""""]","[""Comedy"", ""Drama""]"
"[""Canada"", ""Canadian [nationality]"", ""commitment [personal]"", ""divorce"", ""DJ"", ""Down-syndrome"", ""ex-wife"", ""girlfriend"", ""Parisian""]","[""Drama""]"
"[""autism"", ""brother"", ""new-kid-in-town"", ""pregnancy""]","[""Drama""]"
"[""boy"", ""hockey"", ""homosexual"", ""nephew""]","[""Drama""]"
"[""family"", ""non-traditional"", ""open-relationship"", ""pregnancy"", ""self-discovery"", ""trio""]","[""Culture"", ""&"", ""Society"", ""Family"", ""&"", ""Personal"", ""Relationships""]"
"[""adoption"", ""adoption-agency"", ""couple"", ""homophobia"", ""homosexual"", ""life-changes"", ""mix-up"", ""orphan"", ""village""]","[""Comedy"", ""Drama""]"
"[""adoption"", ""baby"", ""car-crash"", ""orphan""]","[""Comedy"", ""Drama""]"
"[""couple"", ""Christmas"", ""divorce"", ""family-responsibilities"", ""family-separation""]","[""Comedy""]"
"[""biological-family [vs. adoptive]"", ""father"", ""lesbianism"", ""search"", ""sibling"", ""sperm-bank"", ""sperm-donor""]","[""Comedy"", ""Drama""]"
"[""boy"", ""grandmother"", ""Maori"", ""New-Zealand"", ""pop-culture"", ""village""]","[""Comedy"", ""Drama""]"
"[""adoption"", ""cruise"", ""family"", ""gay/lesbian-rights"", ""non-traditional"", ""same-sex-marriage"", ""vacation""]","[""Culture"", ""&"", ""Society""]"
"[""homosexual"", ""bonding [relationship]"", ""caregiver"", ""nephew"", ""boyfriend"", ""custody-battle"", ""disapproval"", ""grandmother"", ""alternative-lifestyle"", ""dentist""]","[""Comedy"", ""Drama""]"
"[""coming-of-age"", ""Brazil"", ""grandfather"", ""Jewish"", ""political-unrest"", ""world-cup"", ""left-wing""]","[""Comedy"", ""Drama""]"
"[""adoption"", ""foster-home"", ""hired-gun [hit man]"", ""mother"", ""orphan"", ""Thanksgiving"", ""thug""]","[""Action"", ""Drama""]"
"[""""]","[""Comedy"", ""Drama""]"
"[""adoption"", ""lost-child"", ""supernatural-forces""]","[""Horror""]"
"[""advertising"", ""community"", ""consumerism"", ""family"", ""gadgets""]","[""Comedy"", ""Drama""]"
"[""step-brother""]","[""Comedy""]"
"[""abandonment"", ""adoption"", ""boy"", ""coming-of-age""]","[""Drama""]"
"[""rugby"", ""sports"", ""athlete"", ""Britain"", ""class-consciousness"", ""star-crossed-lovers"", ""coal"", ""widow/widower""]","[""Drama""]"
"[""pregnancy"", ""scandal"", ""childbirth"", ""escapades"", ""marriage"", ""multiple-birth"", ""soldier"", ""party"", ""paternity"", ""alcoholism"", ""military"", ""stranger""]","[""Comedy""]"
"[""alien [not human]"", ""coma"", ""hitman"", ""immortality"", ""magnate"", ""murder"", ""ranch"", ""revenge"", ""tycoon""]","[""Science"", ""Fiction""]"
"[""identity-switch"", ""doppelganger"", ""doctor"", ""revenge"", ""slums"", ""well [container]""]","[""Horror""]"
"[""aftermath"", ""civil-war"", ""Guatemala"", ""guerrilla"", ""legacy"", ""Mexico"", ""political-unrest"", ""political-upheaval"", ""refugee"", ""turmoil"", ""uprising"", ""village"", ""xenophobia""]","[""Culture"", ""&"", ""Society""]"
"[""computers"", ""experiment"", ""homicidal-maniac"", ""killing"", ""mad-scientist"", ""maniac"", ""monster"", ""mutant"", ""rampage"", ""role-switching"", ""scientist"", ""virtual-reality""]","[""Horror"", ""Science"", ""Fiction""]"
"[""British"", ""heir"", ""king"", ""mistress"", ""son"", ""throne"", ""Christmas""]","[""Historical"", ""Film""]"
"[""fish [animal]"", ""ocean"", ""parent/child-relationship"", ""talking-animal"", ""amnesia"", ""journey""]","[""Action"", ""Children's/Family""]"
"[""nuclear"", ""Apocalypse"", ""girlfriend"", ""hysteria"", ""misfit"", ""missile"", ""music"", ""nuclear-accident"", ""nuclear-holocaust"", ""political-intrigue"", ""truth"", ""waiter""]","[""Thriller""]"
"[""ape"", ""breeding"", ""carnival"", ""escape"", ""nuclear-holocaust"", ""post-nuclear-holocaust"", ""robbery"", ""spacecraft"", ""time-travel""]","[""Science"", ""Fiction""]"
"[""supernatural"", ""chase"", ""extramarital-affair"", ""family"", ""fire"", ""magic"", ""nuclear-holocaust"", ""party"", ""post-nuclear-holocaust"", ""prayers"", ""sacrifice"", ""vacation""]","[""Drama""]"
"[""bodyguard"", ""rebel-leader"", ""cyborg"", ""killler-robot"", ""on-the-run"", ""son"", ""killing"", ""good-vs-evil"", ""savior"", ""friendship"", ""time-travel""]","[""Science"", ""Fiction""]"
"[""priest"", ""Antichrist"", ""Apocalypse"", ""good-vs-evil"", ""prophecy"", ""Satan"", ""demon"", ""heavy-metal-music"", ""occult"", ""paranormal"", ""parapsychologist"", ""purity"", ""record-store"", ""ritual"", ""Satanism"", ""sin"", ""exorcism"", ""professor""]","[""Horror""]"
"[""""]","[""Comedy""]"
"[""alien [not human]"", ""attack"", ""body-switching"", ""doctor/nurse"", ""infiltration"", ""investigation"", ""lookalike"", ""mistaken-identity"", ""murder"", ""pod"", ""role-switching""]","[""Science"", ""Fiction""]"
"[""Apocalypse"", ""end-of-the-world""]","[""Comedy"", ""Drama""]"
"[""accusation"", ""bomb"", ""nuclear-threat"", ""terrorism"", ""disguise""]","[""Action"", ""Spy"", ""Film""]"
"[""gods"", ""adventurer"", ""battle [war]"", ""destruction"", ""elf"", ""enemy"", ""mythological-legends"", ""quest"", ""villain""]","[""Action"", ""Fantasy""]"
"[""affection"", ""birthday"", ""extramarital-affair"", ""food"", ""friendship"", ""handicap"", ""home"", ""husband"", ""jealousy"", ""love"", ""return"", ""romance"", ""veteran [military]"", ""war"", ""wife""]","[""Drama"", ""Romance""]"
"[""actor"", ""apartment"", ""Apocalypse"", ""artist""]","[""Science"", ""Fiction""]"
"[""chaos"", ""earth"", ""fire"", ""flood"", ""nuclear-testing"", ""reporter"", ""end-of-the-world""]","[""Drama"", ""Science"", ""Fiction""]"
"[""revolution"", ""romance"", ""writer"", ""Communism"", ""journalism"", ""left-wing"", ""radical"", ""Soviet""]","[""Epic"", ""Historical"", ""Film""]"
"[""finances"", ""battle-of-the-sexes"", ""Germany"", ""industry"", ""marriage"", ""officer"", ""poverty"", ""prison"", ""sexuality"", ""soldier"", ""struggle"", ""survivor"", ""war""]","[""Drama""]"
"[""extramarital-affair"", ""love"", ""arrest"", ""bail"", ""rekindle"", ""romance"", ""suicide-attempt"", ""friendship"", ""millionaire"", ""sculpture"", ""shelter"", ""show-business"", ""husband"", ""marriage"", ""traveling"", ""depression"", ""mansion"", ""police""]","[""Comedy""]"
"[""conversation"", ""reunion"", ""love"", ""Parisian"", ""philosophy"", ""regret"", ""walking"", ""writer"", ""marital-problems""]","[""Romance"", ""Comedy"", ""Drama""]"
"[""marriage-of-convenience"", ""pregnancy"", ""romance"", ""star-crossed-lovers"", ""love"", ""military-draft"", ""umbrella"", ""France"", ""jeweler"", ""pearl"", ""gas-station""]","[""Musical"", ""Romance""]"
"[""presumed-dead"", ""husband-and-wife"", ""reunion"", ""second-chance"", ""island"", ""love"", ""love-conquers-all"", ""marriage"", ""remarriage"", ""rescue"", ""revelation"", ""shipwreck"", ""stranded"", ""wife"", ""courtroom"", ""death"", ""complications"", ""justice"", ""widow/widower""]","[""Comedy""]"
"[""love-choices"", ""love-triangle"", ""romance"", ""wealth"", ""department-store"", ""high-society""]","[""Drama"", ""Romance""]"
"[""love"", ""accident"", ""love-at-first-sight"", ""meeting"", ""ocean-cruise"", ""romance"", ""reunion""]","[""Comedy"", ""Drama"", ""Romance""]"
"[""campaign"", ""contest"", ""destruction"", ""disaster"", ""earthquake"", ""fire"", ""gambling"", ""love"", ""opera"", ""party"", ""politician"", ""priest"", ""search"", ""songwriter""]","[""Drama""]"
"[""love"", ""musical [play]"", ""romance"", ""marriage"", ""sailor""]","[""Drama"", ""Romance""]"
"[""freedom-fighter"", ""nightclub"", ""self-sacrifice"", ""love"", ""espionage"", ""romance"", ""betrayal"", ""war""]","[""Drama"", ""Romance""]"
"[""folk-music"", ""concert"", ""music-group"", ""reunion"", ""trio""]","[""Comedy""]"
"[""princess"", ""good-vs-evil"", ""damsel-in-distress"", ""fairytale"", ""fantasy"", ""giant"", ""hero"", ""kidnapping"", ""kingdom"", ""revenge"", ""swashbuckler"", ""sword"", ""troll"", ""rescue"", ""generation-gap"", ""romance"", ""evil"", ""love"", ""pirate [seafarer]""]","[""Adventure"", ""Children's/Family""]"
"[""extramarital-affair"", ""love-affair"", ""hotel"", ""mid-life-crisis"", ""parent/child-relationship"", ""reunion"", ""hippie"", ""sex"", ""slice-of-life""]","[""Comedy"", ""Drama"", ""Romance""]"
"[""criminal"", ""injustice"", ""old-flame"", ""alienation"", ""death"", ""guilt"", ""killing"", ""love"", ""lover"", ""memory"", ""middle-age"", ""reunion"", ""second-chance"", ""soldier"", ""suffering"", ""tension"", ""torture"", ""war"", ""widow/widower""]","[""Drama""]"
"[""star-crossed-lovers"", ""love-affair"", ""second-chance"", ""world-war"", ""class [social]"", ""nursing-home""]","[""Romance""]"
"[""restaurant"", ""revenge"", ""spouse-abuse"", ""chef"", ""extramarital-affair"", ""gangster"", ""decadence"", ""murder""]","[""Comedy"", ""Drama""]"
"[""bounty-hunter"", ""gunfighter"", ""bounty"", ""gangster"", ""one-against-odds"", ""outlaw [Western]"", ""revenge"", ""reward"", ""friendship"", ""odd-couple"", ""maniac"", ""on-the-run"", ""killing""]","[""Western""]"
"[""betrayal"", ""double-cross"", ""escaped-convict"", ""going-straight"", ""lawman"", ""one-against-odds"", ""outlaw [Western]"", ""partner"", ""revenge"", ""sheriff""]","[""Western""]"
"[""brother"", ""organized-crime"", ""assassination"", ""mob-boss""]","[""Crime""]"
"[""informer"", ""bank-robbery"", ""criminal"", ""small-time"", ""arms [military weapons]"", ""bartender""]","[""Crime""]"
"[""gangster"", ""revenge"", ""double-cross"", ""mob-boss"", ""organized-crime"", ""partner"", ""syndicate""]","[""Crime""]"
"[""federal-agent"", ""mob-boss"", ""organized-crime"", ""group"", ""police-officer""]","[""Crime""]"
"[""surgery"", ""good-guy"", ""bad-guy"", ""criminal"", ""face"", ""FBI (Federal Bureau of Investigation)"", ""revenge"", ""family-member"", ""obsession"", ""prison"", ""undercover"", ""danger"", ""impersonation"", ""rival"", ""biological-warfare"", ""terrorism""]","[""Action""]"
"[""agent [representative]"", ""bad-guy"", ""double-cross"", ""espionage"", ""explosives-expert"", ""family-member"", ""gangster"", ""good-guy"", ""killing"", ""love"", ""parent"", ""revenge"", ""seduction""]","[""Action"", ""Crime""]"
"[""apartment"", ""blindness [physical]"", ""criminal"", ""doll"", ""heroin"", ""witness"", ""woman"", ""psychopath""]","[""Thriller""]"
"[""escaped-convict"", ""on-the-run"", ""police-detective"", ""armored-car-robbery"", ""double-cross"", ""sister""]","[""Crime"", ""Drama""]"
"[""""]","[""Thriller""]"
"[""accidental-death"", ""college-admissions"", ""ex-husband"", ""May-December-romance"", ""old-flame"", ""reincarnation""]","[""Romance"", ""Comedy"", ""Drama""]"
"[""couple"", ""friendship"", ""lies"", ""professor"", ""sex"", ""student""]","[""Comedy"", ""Drama""]"
"[""couple"", ""gathering"", ""insecurity"", ""newcomer"", ""New-Year"", ""suspicion"", ""temptation""]","[""Drama""]"
"[""friendship"", ""girlfriend"", ""ambition"", ""fast-food""]","[""Comedy""]"
"[""columnist"", ""dog"", ""family""]","[""Comedy""]"
"[""bar [pub]"", ""brother"", ""engagement"", ""homosexual"", ""party"", ""pregnancy""]","[""Comedy"", ""Drama""]"
"[""brain-damage"", ""daughter"", ""football-player"", ""hitchhiker"", ""police-officer"", ""wife"", ""woman""]","[""Drama""]"
"[""brother"", ""estrangement"", ""homosexual"", ""disease"", ""alienation"", ""blood"", ""bonding [relationship]"", ""family-strife"", ""terminal [fatal]""]","[""Drama""]"
"[""""]","[""Comedy"", ""Drama""]"
"[""""]","[""Drama""]"
"[""marital-problems"", ""vacation"", ""temptress""]","[""Comedy"", ""Drama""]"
"[""""]","[""Comedy""]"
"[""lawyer"", ""gardener"", ""race-relations"", ""interracial"", ""prejudice"", ""landscaping""]","[""Comedy"", ""Drama"", ""Romance""]"
"[""attraction"", ""love-affair"", ""reception"", ""wedding""]","[""Comedy"", ""Drama""]"
"[""crime"", ""parent/child-relationship"", ""stroke [medical]""]","[""Drama""]"
"[""class-consciousness"", ""finances"", ""friendship"", ""marital-problems"", ""yuppies""]","[""Comedy"", ""Drama""]"
"[""celebration"", ""Christmas"", ""drugs"", ""friendship"", ""party"", ""pregnancy"", ""tradition""]","[""Comedy""]"
"[""""]","[""Comedy"", ""Drama""]"
"[""genius"", ""mental-breakdown"", ""schizophrenia"", ""code-breaking"", ""husband-and-wife"", ""mathematics"", ""mental-illness"", ""Nobel-Prize"", ""paranoia"", ""prodigy"", ""marital-problems"", ""shock-therapy"", ""CIA (Central-Intelligence-Agency)""]","[""Drama""]"
"[""leader"", ""religion"", ""burned-at-the-stake"", ""execution"", ""heretic"", ""Inquisition"", ""martyrdom"", ""saint"", ""trial [courtroom]"", ""witch"", ""history"", ""mate"", ""passion"", ""performer"", ""silence"", ""victory""]","[""Historical"", ""Film""]"
"[""depression"", ""mental-breakdown"", ""self-determination"", ""angst"", ""family-abandonment"", ""mental-illness"", ""suicide"", ""writer"", ""novel"", ""reading"", ""AIDS"", ""party"", ""regret""]","[""Drama""]"
"[""music-competition"", ""beer"", ""brother"", ""contest"", ""Great-Depression"", ""music"", ""prosthesis"", ""amputation""]","[""Avant-garde"", ""/"", ""Experimental"", ""Musical""]"
"[""artist"", ""painting"", ""eccentric"", ""ex-wife"", ""art"", ""collector""]","[""Comedy""]"
"[""architecture""]","[""Visual"", ""Arts"", ""Family"", ""&"", ""Personal"", ""Relationships""]"
"[""""]","[""Culture"", ""&"", ""Society""]"
"[""""]","[""Drama""]"
"[""controversial"", ""electrical-shock"", ""experiment"", ""obedience"", ""psychologist""]","[""Drama""]"
"[""artist"", ""abuse"", ""cartoonist"", ""controversial"", ""drawing [art]"", ""dysfunctional"", ""eccentric"", ""family-dynamics"", ""family-history"", ""interview"", ""life-story"", ""misfit"", ""observations"", ""sexual-fantasy"", ""torment"", ""upbringing""]","[""Culture"", ""&"", ""Society"", ""Visual"", ""Arts""]"
"[""billionaire"", ""film-producer"", ""film-studio"", ""aviation"", ""Hollywood"", ""mental-illness"", ""pilot""]","[""Drama""]"
"[""obsession"", ""sexual-attraction"", ""boy"", ""death"", ""humanity"", ""pedophilia"", ""beauty [physical]"", ""composer""]","[""Drama""]"
"[""adolescence"", ""hostage"", ""hyperactivity"", ""railroad-tracks"", ""rampage"", ""robbery"", ""victim"", ""wheelchair"", ""handicap""]","[""Crime""]"
"[""teenagers"", ""crime-spree"", ""angst"", ""boredom"", ""killing"", ""murder"", ""graduation""]","[""Crime"", ""Drama""]"
"[""adversity"", ""assault"", ""bourgeois"", ""desperation"", ""homelessness"", ""lesbianism"", ""rape"", ""Swiss  [nationality]"", ""thief"", ""vagabond""]","[""Drama""]"
"[""kidnapping"", ""murder"", ""achievement"", ""homosexual"", ""investigation"", ""manipulation"", ""love""]","[""Drama""]"
"[""assault"", ""brutality"", ""investigation"", ""killing"", ""murder"", ""rape"", ""revenge"", ""sadist"", ""seduction"", ""victim""]","[""Horror""]"
"[""cannibal"", ""cooking"", ""killing"", ""swinger"", ""sex"", ""restaurant"", ""prude""]","[""Comedy""]"
"[""teenagers"", ""cabin"", ""cannibal"", ""cellar"", ""corpse"", ""forest"", ""murder"", ""sex""]","[""Crime""]"
"[""Asian [nationality]"", ""Australia"", ""Australian  [nationality]"", ""bar [pub]"", ""epilepsy"", ""gang-violence"", ""love-triangle"", ""racism"", ""skinhead""]","[""Drama""]"
"[""""]","[""Horror""]"
"[""serial-killer"", ""cousin"", ""partner"", ""strangler"", ""prostitute/prostitution"", ""sex-crime"", ""sexual-deviation"", ""assumed-identity"", ""psychotherapy"", ""security-guard"", ""counselor""]","[""Crime""]"
