"[""boss [employer]"", ""boyfriend"", ""break-up [romantic]"", ""dissatisfaction"", ""girlfriend"", ""lecher"", ""revenge"", ""uncertainty""]","""Looking For Love"""," ""Single Life"""," ""Twentysomething Life""",,,,,,,,,,,
"[""high-school"", ""self-discovery"", ""teenagers"", ""birthday"", ""brother"", ""coming-of-age"", ""family-strife"", ""nerd"", ""crush"", ""exchange-student"", ""boy"", ""girl"", ""grandparent"", ""marriage""]","""First Love"""," ""Coping With Puberty k"""," ""High School Life"""," ""Nothing Goes Right"""," ""Party Film"""," ""Teen Angst"""," ""Wedding Bells""",,,,,,,
"[""blizzard"", ""hitchhiker"", ""widow/widower""]","""Otherwise Engaged"""," ""Wedding Bells""",,,,,,,,,,,,
"[""reporter"", ""socialite"", ""love"", ""wedding"", ""ex-husband"", ""complications"", ""romance""]","""Otherwise Engaged"""," ""Wedding Bells""",,,,,,,,,,,,
"[""bus-depot"", ""cowboy"", ""showgirl"", ""rodeo"", ""kidnapping"", ""love"", ""marriage""]","""Opposites Attract"""," ""Wedding Bells""",,,,,,,,,,,,
"[""drinking-buddy"", ""road-trip"", ""winery"", ""actor"", ""ex-wife"", ""wine"", ""writer"", ""deception"", ""alcoholism"", ""depression"", ""engagement""]","""Faltering Friendships"""," ""All Washed Up"""," ""Breakups and Divorces"""," ""Nothing Goes Right"""," ""Wedding Bells""",,,,,,,,,
"[""businessperson"", ""hairdresser"", ""wedding"", ""widow/widower""]","""Opposites Attract"""," ""Wedding Bells""",,,,,,,,,,,,
"[""football"", ""man"", ""coming-of-age"", ""diner"", ""friendship"", ""gambling"", ""marriage"", ""maturity"", ""prank"", ""slice-of-life"", ""sports"", ""teenagers""]","""Faltering Friendships"""," ""Men's Friendship"""," ""Wedding Bells""",,,,,,,,,,,
"[""barn"", ""bride"", ""brother"", ""kidnapping"", ""ranch"", ""slob"", ""women""]","""Wedding Bells""",,,,,,,,,,,,,
"[""bachelorette"", ""marriage-arranged"", ""engagement"", ""marriage"", ""courtship"", ""English [nationality]"", ""family"", ""love"", ""matchmaker"", ""relationship"", ""suitor"", ""disapproval"", ""morals"", ""parent"", ""sibling"", ""sister""]","""Opposites Attract"""," ""Social Climbing"""," ""Sibling Relationships"""," ""Wedding Bells""",,,,,,,,,,
"[""fiancee"", ""sister"", ""high-society"", ""love"", ""marriage"", ""wedding"", ""independence"", ""wealth"", ""alcoholism""]","""Class Differences"""," ""Otherwise Engaged"""," ""Wedding Bells""",,,,,,,,,,,
"[""Americana"", ""carnival"", ""disappointment"", ""family"", ""family-vacation"", ""moving"", ""musical [play]"", ""nostalgia"", ""party"", ""romance"", ""sister"", ""slice-of-life"", ""songwriter"", ""tension"", ""transfer""]","""Parenthood"""," ""Sibling Relationships"""," ""First Love"""," ""Wedding Bells"""," ""Generation Gap""",,,,,,,,,
"[""brotherhood"", ""con-artist"", ""family"", ""opportunity"", ""party"", ""relationship"", ""scheme"", ""wedding""]","""Arrested Adolescence"""," ""Party Film"""," ""Wedding Bells""",,,,,,,,,,,
"[""apartment"", ""homosexual"", ""job-loss"", ""marriage"", ""neighbor"", ""prejudice"", ""separation"", ""teacher""]","""Dysfunctional Families"""," ""Golden Years"""," ""Parenthood"""," ""Wedding Bells""",,,,,,,,,,
"[""friendship"", ""police-officer"", ""bridesmaid"", ""wedding-plans""]","""Nothing Goes Right"""," ""Women's Friendship"""," ""Faltering Friendships"""," ""Wedding Bells""",,,,,,,,,,
"[""wedding"", ""extramarital-affair"", ""marriage"", ""sexual-frustration"", ""television"", ""couple"", ""family""]","""Wedding Bells"""," ""Eccentric Families""",,,,,,,,,,,,
"[""military-base"", ""attack"", ""extramarital-affair"", ""friendship"", ""Hawaii"", ""war"", ""Japanese [nationality]""]","""Military Life"""," ""Infidelity""",,,,,,,,,,,,
"[""war"", ""anti-war"", ""atrocity"", ""death"", ""friendship"", ""German [nationality]"", ""mud"", ""patriotism"", ""soldier""]","""Military Life"""," ""Dying Young"""," ""Life Under Occupation""",,,,,,,,,,,
"[""suicide-mission"", ""group"", ""machismo"", ""major"", ""training"", ""war"", ""Nazi""]","""Heroic Mission"""," ""Behind Enemy Lines"""," ""Military Life""",,,,,,,,,,,
"[""hostage"", ""lawyer"", ""negotiation"", ""Soviet"", ""trading"", ""world-war""]","""Behind Enemy Lines"""," ""Behind the Iron Curtain"""," ""Fighting the System"""," ""Heroic Mission"""," ""Hostage Situations"""," ""Military Life"""," ""Totalitarian States"""," ""Traitorous Spies/Double Agents""",,,,,,
"[""jungle"", ""secret-mission"", ""assassination"", ""colonel"", ""craziness"", ""cult"", ""dictator"", ""gunboat"", ""officer"", ""paranoia"", ""renegade"", ""Vietnam"", ""war""]","""Obsessive Quests"""," ""Existential Crisis"""," ""Switching Sides"""," ""Military Life""",,,,,,,,,,
"[""friendship"", ""escort"", ""last-fling"", ""military"", ""Navy"", ""on-the-road"", ""prison"", ""robbery"", ""sailor"", ""sentence [penal system]""]","""Journey of Self-Discovery"""," ""Military Life"""," ""Fighting the System"""," ""Faltering Friendships""",,,,,,,,,,
"[""battlefield"", ""camaraderie"", ""outpost"", ""platoon"", ""Taliban"", ""trenches""]","""Military Life""",,,,,,,,,,,,,
"[""army"", ""platoon"", ""sergeant"", ""student"", ""Vietnam"", ""war""]","""Innocence Lost"""," ""Military Life"""," ""Dropping Out""",,,,,,,,,,,
"[""submarine"", ""captain [military]"", ""German [nationality]"", ""commander"", ""sea-battle"", ""war""]","""War At Sea"""," ""Military Life""",,,,,,,,,,,,
"[""secret-mission"", ""assassination"", ""colonel"", ""jungle"", ""river"", ""war"", ""helicopter""]","""Obsessive Quests"""," ""Existential Crisis"""," ""Military Life"""," ""Switching Sides""",,,,,,,,,,
"[""cross-cultural-relations"", ""army"", ""forbidden-love"", ""Japan"", ""bigotry"", ""love"", ""marriage"", ""officer"", ""policy"", ""war""]","""Interracial/Cross-Cultural Romance"""," ""Race Relations"""," ""Star-Crossed Lovers"""," ""Military Life"""," ""Dying Young""",,,,,,,,,
"[""art"", ""coming-of-age"", ""family"", ""teacher"", ""village"", ""boxing"", ""new-kid-in-town""]","""Small-Town Life"""," ""Innocence Lost"""," ""Teen Angst""",,,,,,,,,,,
"[""hero"", ""sergeant"", ""army"", ""conscientious-objector"", ""war"", ""military-draft"", ""religion""]","""Heroic Mission"""," ""Military Life""",,,,,,,,,,,,
"[""coming-of-age"", ""cross-cultural-relations"", ""boarding-school"", ""first-love"", ""love"", ""boy"", ""teenagers"", ""self-discovery"", ""Australia"", ""boxing"", ""diplomat""]","""First Love"""," ""Interracial/Cross-Cultural Romance"""," ""Teen Angst"""," ""Boarding School Life""",,,,,,,,,,
"[""alter-ego"", ""teenagers""]","""Assumed Identities"""," ""Teen Angst"""," ""Vacation Romances""",,,,,,,,,,,
"[""adolescence"", ""alcohol"", ""apartment"", ""girl"", ""mother"", ""rebel"", ""single-parent"", ""sister""]","""Sexual Awakening"""," ""Love Triangles"""," ""Mothers and Daughters"""," ""Single Parents"""," ""Teen Angst""",,,,,,,,,
"[""grandmother"", ""Summer"", ""teenagers"", ""unruly""]","""Mothers and Daughters"""," ""Small-Town Life"""," ""Haunted By the Past"""," ""Redemption"""," ""Kids in Trouble"""," ""Teen Angst"""," ""Alcoholism""",,,,,,,
"[""coming-of-age"", ""crossroads"", ""infatuation"", ""uncertainty"", ""dysfunctional"", ""experiment"", ""friendship"", ""graduation"", ""culture [social culture]"", ""obsession""]","""Faltering Friendships"""," ""Unlikely Friendships"""," ""Suburban Dysfunction"""," ""Teen Angst"""," ""Teachers and Students""",,,,,,,,,
"[""competition"", ""debate"", ""forensics [debate]"", ""high-school"", ""stutterer""]","""Misfits and Outsiders"""," ""First Love"""," ""High School Life"""," ""Teen Angst""",,,,,,,,,,
"[""gymnastics"", ""academy"", ""coach"", ""headstrong"", ""punishment"", ""rival"", ""teammate""]","""Coaches and Players"""," ""Teen Angst"""," ""Fighting the System"""," ""Success is the Best Revenge"""," ""Women's Friendship""",,,,,,,,,
"[""athlete"", ""jealousy"", ""love-triangle"", ""teammate"", ""teenagers"", ""violence""]","""Innocence Lost"""," ""Teen Angst""",,,,,,,,,,,,
"[""adolescence"", ""coming-of-age"", ""cross-cultural-relations"", ""forbidden-love"", ""high-school"", ""intelligence [knowledge]"", ""life-choices"", ""naivete"", ""romance"", ""student"", ""teenagers""]","""Opposites Attract"""," ""Class Differences"""," ""High School Life"""," ""First Love"""," ""Innocence Lost"""," ""Teen Angst""",,,,,,,,
"[""against-the-system"", ""poet"", ""teacher"", ""boys'-school"", ""charisma"", ""coming-of-age"", ""education"", ""friendship"", ""generation-gap"", ""one-against-odds"", ""school"", ""student"", ""suicide"", ""suicide-attempt"", ""teenagers""]","""Teachers and Students"""," ""Boarding School Life"""," ""Mentors"""," ""Teen Angst"""," ""Suicide""",,,,,,,,,
"[""teenagers"", ""high-school"", ""adolescence"", ""graduation"", ""athlete"", ""nerd"", ""clique""]","""Cliques"""," ""High School Life"""," ""Small-Town Life"""," ""Teen Angst""",,,,,,,,,,
"[""embezzlement"", ""father"", ""romance"", ""teenagers"", ""committed-relationship"", ""daughter"", ""coming-of-age"", ""family"", ""forbidden-love"", ""friendship"", ""graduation"", ""heartbreak"", ""lovemaking"", ""underachiever"", ""nursing-home"", ""sister"", ""jukebox"", ""kickboxer""]","""First Love"""," ""Opposites Attract"""," ""Teen Angst"""," ""Fathers and Daughters"""," ""Underdogs""",,,,,,,,,
"[""church"", ""midwestern"", ""rurality"", ""small-town"", ""teenagers""]","""Fighting the System"""," ""New Kid in Town"""," ""Small-Town Life"""," ""Teen Angst""",,,,,,,,,,
"[""class-consciousness"", ""crush"", ""friendship"", ""prom"", ""record-store"", ""teenagers"", ""father"", ""high-school"", ""preppie""]","""First Love"""," ""High School Life"""," ""Opposites Attract"""," ""Teen Angst"""," ""Class Differences"""," ""Fathers and Daughters"""," ""Unrequited Love""",,,,,,,
"[""family"", ""fortune [wealth]"", ""marriage-of-convenience"", ""decline""]","""Riches To Rags""",,,,,,,,,,,,,
"[""clothes"", ""insult"", ""love"", ""prince"", ""wit"", ""dignity"", ""royalty""]","""Riches To Rags""",,,,,,,,,,,,,
"[""socialite"", ""mob-boss"", ""prostitute/prostitution""]","""Riches To Rags"""," ""Class Differences"""," ""Redemption""",,,,,,,,,,,
"[""""]","""""",,,,,,,,,,,,,
"[""actor"", ""female-impersonator"", ""gender-roles"", ""theater-troupe""]","""Gender-Bending"""," ""Actor's Life"""," ""Ladder to the Top"""," ""Questioning Gender Roles"""," ""Riches To Rags""",,,,,,,,,
"[""castle"", ""circus-performer"", ""clown"", ""old-flame"", ""stock-market-crash"", ""traveling-show"", ""tycoon""]","""Circuses & Carnivals"""," ""Lovers Reunited"""," ""Riches To Rags""",,,,,,,,,,,
"[""con/scam"", ""broker"", ""business"", ""homelessness"", ""rags-to-riches"", ""revenge"", ""role-switching"", ""street-gang"", ""prostitute/prostitution""]","""Rags To Riches"""," ""Class Differences"""," ""Cons and Scams"""," ""Fish Out of Water"""," ""Down on Their Luck"""," ""Riches To Rags""",,,,,,,,
"[""gambling"", ""addiction"", ""wife"", ""husband"", ""poverty"", ""rescue""]","""Gambling"""," ""Riches To Rags""",,,,,,,,,,,,
"[""amnesia"", ""carpenter"", ""husband"", ""impersonation"", ""deception"", ""masquerade"", ""child"", ""yacht""]","""Amnesia"""," ""Class Differences"""," ""Mischievous Children"""," ""Riches To Rags""",,,,,,,,,,
"[""business"", ""chauffeur"", ""fortune [wealth]"", ""honor [recognition]"", ""inheritance"", ""millionaire"", ""rags-to-riches"", ""redemption"", ""riches-to-rags"", ""wager""]","""Class Differences"""," ""Ladder to the Top"""," ""Inheritance at Stake"""," ""Riches To Rags""",,,,,,,,,,
"[""black-magic"", ""engagement"", ""karma"", ""monk"", ""servant"", ""slavery""]","""Death of a Parent"""," ""Inheritance at Stake"""," ""Journey of Self-Discovery"""," ""Out For Revenge"""," ""Riches To Rags""",,,,,,,,,
"[""childhood-adventures"", ""daughter"", ""downward-mobility"", ""family-member"", ""father"", ""officer"", ""poverty"", ""riches-to-rags"", ""school"", ""search"", ""servant""]","""Boarding School Life"""," ""Class Differences"""," ""Orphans"""," ""Rags To Riches"""," ""Riches To Rags""",,,,,,,,,
"[""nun"", ""starting-over"", ""spirituality"", ""faith"", ""fidelity"", ""widow/widower"", ""executive""]","""Starting Over"""," ""Riches To Rags""",,,,,,,,,,,,
"[""finances"", ""riches-to-rags"", ""stock-market-crash""]","""Riches To Rags""",,,,,,,,,,,,,
"[""girlfriend"", ""heart-transplant"", ""wealth""]","""Mad Scientists"""," ""Riches To Rags""",,,,,,,,,,,,
"[""entrepreneur"", ""computer-whiz"", ""career-retrospective"", ""computers"", ""mastermind""]","""Inventors"""," ""Rags To Riches""",,,,,,,,,,,,
"[""scientist"", ""experiment"", ""teleportation"", ""fly [insect]"", ""metamorphosis"", ""mutant"", ""science-runs-amok""]","""Experiments Gone Awry"""," ""Mutants"""," ""Inventors"""," ""Mad Scientists""",,,,,,,,,,
"[""animal"", ""attack"", ""ecology"", ""fishing"", ""flesh-eating"", ""investigation"", ""monster"", ""murder"", ""mutant"", ""resort"", ""scientist"", ""sea-monster"", ""terror"", ""vacation""]","""Inventors"""," ""Terror in the Water"""," ""When Animals Attack""",,,,,,,,,,,
"[""time-travel"", ""future"", ""family"", ""fate"", ""mad-scientist"", ""professor"", ""recovery [retrieval]"", ""rescue"", ""teenagers""]","""Time Travel"""," ""Finding a Way Back Home"""," ""Fish Out of Water"""," ""Inventors"""," ""Race Against Time""",,,,,,,,,
"[""alien [not human]"", ""dimension-travel"", ""invasion"", ""mad-scientist"", ""rescue"", ""scientist"", ""Superhero"", ""time-travel"", ""world-destruction""]","""Evil Aliens"""," ""Experiments Gone Awry"""," ""Heroic Mission"""," ""Inventors"""," ""Mad Scientists""",,,,,,,,,
"[""android"", ""convict"", ""jealousy"", ""love"", ""mad-scientist"", ""obsession"", ""rebel-with-a-cause"", ""robot"", ""science-runs-amok"", ""space-station""]","""Inventors"""," ""Robots and Androids"""," ""Space Wars"""," ""Technology Run Amok""",,,,,,,,,,
"[""future"", ""mission [quest]"", ""project [plan]"", ""quest"", ""time-travel""]","""Heroic Mission"""," ""Inventors"""," ""Obsessive Quests"""," ""Time Travel""",,,,,,,,,,
"[""business"", ""car"", ""director"", ""entrepreneur""]","""Inventors""",,,,,,,,,,,,,
"[""basketball"", ""car"", ""antigravity"", ""inventor"", ""professor"", ""wedding"", ""argument"", ""formula"", ""sports"", ""secrets""]","""Eccentric Families"""," ""Experiments Gone Awry"""," ""Inventors"""," ""Nothing Goes Right"""," ""Unlikely Heroes""",,,,,,,,,
"[""dimension-travel"", ""rescue"", ""romance"", ""time-travel"", ""train [locomotive]"", ""Wild-West""]","""Time Travel"""," ""Finding a Way Back Home"""," ""Fish Out of Water"""," ""Inventors"""," ""Race Against Time""",,,,,,,,,
"[""scientist"", ""x-ray-vision"", ""serum"", ""drugs"", ""experiment"", ""murder-suspect"", ""on-the-run"", ""sideshow""]","""Psychic Abilities"""," ""Experiments Gone Awry"""," ""Inventors""",,,,,,,,,,,
"[""shrinking"", ""child"", ""experiment"", ""family"", ""inventor"", ""scientist"", ""human"", ""child-abuse"", ""generation-gap"", ""home-alone"", ""kidnapping"", ""miniaturization"", ""mutant""]","""Shrunken People"""," ""Experiments Gone Awry"""," ""Inventors"""," ""Sibling Relationships"""," ""Survival in the Wilderness""",,,,,,,,,
"[""innovation"", ""inventor""]","""Big Break"""," ""Dysfunctional Families"""," ""Inventors"""," ""Rags To Riches""",,,,,,,,,,
"[""addiction"", ""human"", ""human-nature"", ""Internet"", ""interview"", ""inventor"", ""robotics""]","""Inventors"""," ""Robots and Androids"""," ""Technology Run Amok""",,,,,,,,,,,
"[""car"", ""eccentric"", ""evil"", ""flying"", ""inventor"", ""ruler"", ""county-fair""]","""Heroic Mission"""," ""Daring Rescues"""," ""Inventors"""," ""Kidnapping"""," ""Miraculous Events""",,,,,,,,,
"[""industry"", ""innovation"", ""invention"", ""inventor"", ""lawsuit"", ""obsession"", ""patent"", ""visionary""]","""Fighting the System"""," ""Inventors"""," ""Mental Breakdown"""," ""Obsessive Quests"""," ""Underdogs""",,,,,,,,,
"[""farming"", ""food"", ""meat""]","""Inventors""",,,,,,,,,,,,,
"[""college"", ""computer-program"", ""computer-programmer"", ""entrepreneur"", ""friendship"", ""lawsuit"", ""Internet"", ""inventor""]","""Faltering Friendships"""," ""Inventors"""," ""Ladder to the Top""",,,,,,,,,,,
"[""brain"", ""mind-expansion"", ""probe"", ""fantasy"", ""inventor"", ""mad-scientist"", ""obsession""]","""Future Dystopias"""," ""Inventors"""," ""Virtual Reality""",,,,,,,,,,,
"[""agnostic"", ""balloon"", ""big-bang-theory"", ""camera"", ""Christianity"", ""experiment"", ""stars [astronomy]"", ""telescope"", ""universe""]","""Inventors""",,,,,,,,,,,,,
"[""corpse"", ""human"", ""barnstorming"", ""experiment"", ""exploration"", ""journey"", ""love"", ""miniaturization"", ""nerd"", ""romance"", ""space-exploration""]","""Shrunken People"""," ""Experiments Gone Awry"""," ""Inventors"""," ""Race Against Time""",,,,,,,,,,
"[""quest"", ""friendship"", ""self-discovery"", ""cross-cultural-relations"", ""homelessness"", ""mental-illness"", ""radio"", ""romance"", ""talk-show"", ""urban-problems"", ""video-store"", ""alcoholism"", ""disease"", ""love"", ""professor"", ""psychiatry"", ""rescue"", ""craziness"", ""killing""]","""Fantasy Life"""," ""Haunted By the Past"""," ""Journey of Self-Discovery"""," ""Obsessive Quests"""," ""Redemption"""," ""Saintly Fools""",,,,,,,,
"[""afterlife"", ""afterworld"", ""girl"", ""lost-child"", ""supernatural-forces""]","""Journey of Self-Discovery"""," ""Mythical Creatures"""," ""Fantasy Lands"""," ""Heroic Mission"""," ""Magically Transported""",,,,,,,,,
"[""women"", ""friendship"", ""on-the-run"", ""rescue"", ""vacation"", ""killing"", ""rape""]","""Women's Friendship"""," ""Journey of Self-Discovery"""," ""Tomboys"""," ""Out For Revenge""",,,,,,,,,,
"[""motorcycling"", ""road-trip"", ""coming-of-age"", ""Latin-America"", ""medical-student"", ""self-discovery"", ""social-injustice""]","""Journey of Self-Discovery"""," ""Wanderlust"""," ""Political Unrest""",,,,,,,,,,,
"[""Samurai"", ""battle [war]"", ""capture"", ""Civil-War [US]"", ""Japan"", ""military"", ""train [teach]"", ""veteran [military]"", ""warrior""]","""Americans Abroad"""," ""Journey of Self-Discovery"""," ""Ninjas"""," ""Switching Sides""",,,,,,,,,,
"[""beach"", ""boy"", ""brat"", ""cabin-boy"", ""child"", ""coming-of-age"", ""friendship"", ""generation-gap"", ""high-seas"", ""rescue"", ""sailor"", ""slice-of-life""]","""Journey of Self-Discovery"""," ""Unlikely Friendships""",,,,,,,,,,,,
"[""countryside"", ""German [nationality]"", ""Germany"", ""grandmother"", ""Jewish"", ""Nazi""]","""Crimes Against Humanity"""," ""Finding a Way Back Home"""," ""Journey of Self-Discovery"""," ""Unlikely Friendships""",,,,,,,,,,
"[""abandonment"", ""death-in-family"", ""letter"", ""on-the-road"", ""poverty"", ""railroad"", ""truckdriver""]","""Death of a Parent"""," ""Journey of Self-Discovery"""," ""Orphans""",,,,,,,,,,,
"[""adventure"", ""comedy"", ""escape"", ""fate"", ""food"", ""holiday"", ""revelation"", ""sausage"", ""supermarket""]","""Existential Crisis"""," ""Journey of Self-Discovery"""," ""Unlikely Heroes""",,,,,,,,,,,
"[""coach"", ""family"", ""football-player"", ""love-affair"", ""mother"", ""psychiatrist"", ""suicide-attempt"", ""sexual-abuse""]","""Haunted By the Past"""," ""Infidelity"""," ""Journey of Self-Discovery""",,,,,,,,,,,
"[""brother"", ""disability"", ""elderly"", ""farmland"", ""journey"", ""lawnmower"", ""reconciliation"", ""stroke [medical]"", ""trip""]","""Redemption"""," ""Golden Years"""," ""Journey of Self-Discovery"""," ""Sibling Relationships""",,,,,,,,,,
"[""city"", ""father"", ""journey"", ""parable"", ""quest"", ""rurality""]","""Journey of Self-Discovery""",,,,,,,,,,,,,
"[""anger"", ""Hawaii"", ""love"", ""phone-sex"", ""repression"", ""sister"", ""extortion""]","""Arrested Adolescence"""," ""Blackmail"""," ""Existential Crisis"""," ""Journey of Self-Discovery"""," ""Sibling Relationships""",,,,,,,,,
"[""amnesia"", ""bitterness"", ""brother"", ""desert"", ""drifter"", ""family-separation"", ""family-tragedy"", ""missing-person"", ""on-the-road"", ""relationship"", ""search"", ""son""]","""Haunted By the Past"""," ""Wanderlust"""," ""Fathers and Sons"""," ""Redemption"""," ""Journey of Self-Discovery""",,,,,,,,,
"[""class-system"", ""coming-of-age"", ""friendship"", ""jealousy"", ""love-triangle"", ""Mexico"", ""road-trip"", ""sexual-awakening"", ""summer-vacation"", ""teenagers""]","""Faltering Friendships"""," ""Love Triangles"""," ""Journey of Self-Discovery"""," ""Class Differences"""," ""Age Disparity Romance""",,,,,,,,,
"[""ideals"", ""philosophy"", ""spiritual"", ""truth"", ""values"", ""death"", ""man"", ""morals"", ""peace"", ""quest"", ""alcoholism"", ""childhood-sweetheart"", ""homecoming"", ""mentor"", ""reunion"", ""mysticism""]","""Home From the War"""," ""Journey of Self-Discovery"""," ""Love Triangles""",,,,,,,,,,,
"[""adventure"", ""hair"", ""kingdom"", ""princess"", ""troll""]","""Journey of Self-Discovery"""," ""Mythical Creatures""",,,,,,,,,,,,
"[""autism"", ""idiot-savant"", ""inheritance"", ""brother"", ""greed"", ""sibling"", ""custody-battle"", ""gambling"", ""on-the-road"", ""con/scam"", ""journey"", ""mental-institution"", ""relationship"", ""self-discovery"", ""bankruptcy""]","""Mental Illness"""," ""Haunted By the Past"""," ""Redemption"""," ""Sibling Relationships"""," ""Estrangement"""," ""Journey of Self-Discovery""",,,,,,,,
"[""guardian"", ""laziness"", ""valley"", ""leopard"", ""monkey"", ""Kung-Fu"", ""pandas""]","""Unlikely Heroes"""," ""Chosen One"""," ""Journey of Self-Discovery""",,,,,,,,,,,
"[""addiction"", ""heroin"", ""memoir"", ""street-kid"", ""suicide""]","""Down on Their Luck"""," ""Dropping Out"""," ""Drug Addiction"""," ""Kids in Trouble"""," ""Self-Destructive Romance"""," ""Suicide""",,,,,,,,
"[""secret-organization"", ""assumed-identity"", ""plastic-surgery"", ""secret-identity"", ""transformation"", ""starting-over"", ""identity"", ""trapped""]","""Mind Games"""," ""Double Life"""," ""Dropping Out"""," ""Redemption"""," ""Assumed Identities"""," ""Haunted By the Past""",,,,,,,,
"[""America"", ""freedom"", ""lawyer"", ""LSD"", ""motorcycle"", ""prostitute/prostitution"", ""redneck"", ""road-trip"", ""drug-dealer""]","""Wanderlust"""," ""Dropping Out"""," ""Dangerous Friends""",,,,,,,,,,,
"[""coming-of-age"", ""dropout"", ""family"", ""high-school"", ""nerd"", ""pregnancy"", ""self-discovery"", ""teenagers""]","""Eccentric Families"""," ""Fathers and Sons"""," ""Mothers and Daughters"""," ""Suburban Dysfunction"""," ""Opposites Attract"""," ""Dropping Out"""," ""Existential Crisis""",,,,,,,
"[""France"", ""revolution"", ""youth-culture""]","""Twentysomething Life"""," ""Political Unrest"""," ""Journey of Self-Discovery"""," ""Social Injustice"""," ""Dropping Out""",,,,,,,,,
"[""Amazon"", ""colonialism"", ""director"", ""parallel-dimensions"", ""river""]","""Dropping Out"""," ""Drug/Alcohol Experimentation k"""," ""Ship Cruises"""," ""Survival in the Wilderness""",,,,,,,,,,
"[""Native-American"", ""officer"", ""Sioux [Lakota]"", ""Civil-War [US]"", ""friendship"", ""outpost"", ""soldier"", ""cavalry"", ""frontier"", ""buffalo""]","""White People Among Indians"""," ""Interracial/Cross-Cultural Romance"""," ""Culture Clash"""," ""Redemption"""," ""Dropping Out"""," ""Switching Sides"""," ""Social Injustice""",,,,,,,
"[""Alaska"", ""animal-attack"", ""animal-lover"", ""crusade"", ""death"", ""grizzly-bear"", ""man-vs-nature"", ""wildlife""]","""When Animals Attack"""," ""Obsessive Quests"""," ""Death of a Friend"""," ""Dropping Out""",,,,,,,,,,
"[""on-the-road"", ""RV (Recreational Vehicle)"", ""gambler-compulsive"", ""job"", ""life-choices"", ""money"", ""road-trip"", ""savings"", ""yuppies"", ""fish-out-of-water"", ""self-discovery"", ""advertising""]","""Nothing Goes Right"""," ""Crumbling Marriages"""," ""Dropping Out"""," ""Fired or Laid-Off"""," ""Journey of Self-Discovery"""," ""Midlife Crises"""," ""Starting Over""",,,,,,,
"[""car-theft"", ""cross-country"", ""ex-girlfriend""]","""Dropping Out"""," ""Existential Crisis"""," ""Intersecting Lives""",,,,,,,,,,,
"[""hippie"", ""drugs"", ""marijuana"", ""mid-life-crisis"", ""psychedelic"", ""lawyer"", ""life-changes"", ""love-generation""]","""Midlife Crises"""," ""Culture Clash"""," ""Fish Out of Water"""," ""Dropping Out"""," ""Suburban Dysfunction""",,,,,,,,,
"[""parent"", ""family"", ""child-rearing"", ""parent/child-relationship"", ""adjustment"", ""family-responsibilities"", ""marriage"", ""pregnancy"", ""single-parent"", ""struggle"", ""teenagers"", ""unwed-parenthood"", ""dropout"", ""yuppies"", ""college"", ""scheme"", ""gambling""]","""Parenthood"""," ""Dropping Out"""," ""Eccentric Families"""," ""Sibling Relationships""",,,,,,,,,,
"[""free-love"", ""friendship"", ""jealousy"", ""love"", ""open-relationship"", ""sex"", ""sexual-revolution"", ""swinger"", ""deception"", ""freedom""]","""Dropping Out"""," ""Foibles of Marriage"""," ""Midlife Crises"""," ""Playing the Field"""," ""Generation Gap""",,,,,,,,,
"[""revolution"", ""Central-America"", ""dictator"", ""fish-out-of-water"", ""trial [courtroom]"", ""survivor"", ""politician""]","""Dropping Out"""," ""Success is the Best Revenge"""," ""Unlikely Heroes""",,,,,,,,,,,
"[""driver"", ""NASCAR"", ""stock-car""]","""Hotshots"""," ""Car Racing"""," ""Feuds"""," ""Rise and Fall Stories""",,,,,,,,,,
"[""car-theft"", ""federal-agent""]","""Car Racing"""," ""Hotshots"""," ""On the Run"""," ""One Last Heist"""," ""Out For Revenge""",,,,,,,,,
"[""auto-racing"", ""cross-country"", ""future"", ""competition"", ""killer-car"", ""killing"", ""car""]","""Car Racing"""," ""Future Dystopias"""," ""Obsessive Quests""",,,,,,,,,,,
"[""car-salesman"", ""auto-racing"", ""boss [employer]"", ""car"", ""daughter"", ""romance"", ""train [locomotive]""]","""Car Racing""",,,,,,,,,,,,,
"[""car-crash"", ""injury"", ""race-car driver"", ""self-pity"", ""wife""]","""Car Racing"""," ""Living With Disability""",,,,,,,,,,,,
"[""champion"", ""dreams-of-success"", ""go-cart"", ""racing""]","""Car Racing"""," ""Contests"," Pageants and Competitions"""," ""Dysfunctional Families"""," ""Obsessive Quests""",,,,,,,,,
"[""auto-racing"", ""car-crash"", ""doctor"", ""rival"", ""stock-car"", ""neurology""]","""Car Racing"""," ""In Training"""," ""Redemption""",,,,,,,,,,,
"[""car"", ""desert"", ""racer"", ""racing"", ""birds"", ""cross-country"", ""driver"", ""film"", ""head [body part]"", ""news""]","""Car Racing"""," ""Generation Gap"""," ""Obsessive Quests"""," ""Self-Destructive Romance""",,,,,,,,,,
"[""love"", ""race [competition]"", ""speed"", ""snail""]","""Car Racing"""," ""Underdogs""",,,,,,,,,,,,
"[""argument"", ""bum"", ""auto-racing"", ""car"", ""chase"", ""daughter"", ""father"", ""hideout"", ""kidnapping"", ""racer""]","""Car Racing""",,,,,,,,,,,,,
"[""casino"", ""job"", ""race [competition]"", ""race-car driver"", ""rival"", ""singer"", ""waiter"", ""money""]","""Car Racing""",,,,,,,,,,,,,
"[""motorcycle-racing"", ""world-record"", ""motorcycle""]","""Car Racing"""," ""Obsessive Quests""",,,,,,,,,,,,
